Date,S&P500,NASDAQ,DOWJONES,NIKKEI,HANGSENG,USDINR,USDJPY,USDCNY,INDIAVIX,VIX,CRUDE,GOLD,SILVER,NATGAS,COPPER,WHEAT,UST10Y,DOLLARINDEX
,^GSPC,^IXIC,^DJI,^N225,^HSI,INR=X,JPY=X,CNY=X,^INDIAVIX,^VIX,BZ=F,GC=F,SI=F,NG=F,HG=F,ZW=F,^TNX,DX-Y.NYB
2018-01-26,2872.8701171875,7505.77001953125,26616.7109375,23631.880859375,33154.12109375,63.57310104370117,109.7040023803711,6.322800159454346,,11.079999923706055,70.5199966430664,1351.5999755859375,17.381999969482422,3.505000114440918,3.182499885559082,441.0,2.6619999408721924,89.06999969482422
2018-01-29,2853.530029296875,7466.509765625,26439.48046875,23629.33984375,32966.890625,63.56999969482422,108.63899993896484,6.315899848937988,17.889999389648438,13.84000015258789,69.45999908447266,,,3.63100004196167,,449.25,2.6989998817443848,89.30999755859375
2018-01-30,2822.429931640625,7402.47998046875,26076.890625,23291.970703125,32607.2890625,63.66939926147461,108.9260025024414,6.336299896240234,16.420000076293945,14.789999961853027,69.0199966430664,1335.4000244140625,17.01300048828125,3.194999933242798,3.177000045776367,457.25,2.7260000705718994,89.19000244140625
2018-01-31,2823.81005859375,7411.47998046875,26149.390625,23098.2890625,32887.26953125,63.769901275634766,108.73200225830078,6.321100234985352,15.930000305175781,13.539999961853027,69.05000305175781,1339.0,17.20400047302246,2.994999885559082,3.184000015258789,451.75,2.7200000286102295,89.12999725341797
2018-02-01,2821.97998046875,7385.85986328125,26186.7109375,23486.109375,32642.08984375,63.665000915527344,109.20099639892578,6.2881999015808105,14.109999656677246,13.470000267028809,69.08000183105469,1344.300048828125,17.118000030517578,2.8559999465942383,3.197000026702881,451.0,2.7730000019073486,88.66999816894531
2018-02-02,2762.1298828125,7240.9501953125,25520.9609375,23274.529296875,32601.779296875,63.974998474121094,109.40599822998047,6.298399925231934,15.25,17.309999465942383,68.58000183105469,1333.699951171875,16.676000595092773,2.8459999561309814,3.176500082015991,446.75,2.8540000915527344,89.19999694824219
2018-02-05,2648.93994140625,6967.52978515625,24345.75,22682.080078125,32245.220703125,64.13249969482422,110.03500366210938,6.307600021362305,16.049999237060547,37.31999969482422,67.62000274658203,1333.0,16.638999938964844,2.746999979019165,3.2105000019073486,440.25,2.7939999103546143,89.55000305175781
2018-02-06,2695.139892578125,7115.8798828125,24912.76953125,21610.240234375,30595.419921875,64.314697265625,109.09500122070312,6.289700031280518,20.020000457763672,29.979999542236328,66.86000061035156,1326.0999755859375,16.54800033569336,2.759000062942505,3.177500009536743,446.25,2.7679998874664307,89.58999633789062
2018-02-07,2681.659912109375,7051.97998046875,24893.349609375,21645.369140625,30323.19921875,63.97999954223633,109.62699890136719,6.28249979019165,19.469999313354492,27.729999542236328,65.51000213623047,1311.5999755859375,16.20599937438965,2.7019999027252197,3.0764999389648438,460.5,2.8440001010894775,90.26000213623047
2018-02-08,2581.0,6777.16015625,23860.4609375,21890.859375,30451.26953125,64.19999694824219,109.19599914550781,6.267600059509277,17.770000457763672,33.459999084472656,64.80999755859375,1316.9000244140625,16.31399917602539,2.697000026702881,3.072000026702881,456.25,2.8510000705718994,90.2300033569336
2018-02-09,2619.550048828125,6874.490234375,24190.900390625,21382.619140625,29507.419921875,64.44049835205078,108.52899932861328,6.326300144195557,19.229999542236328,29.059999465942383,62.790000915527344,1313.0999755859375,16.115999221801758,2.5840001106262207,3.0244998931884766,449.0,2.8289999961853027,90.44000244140625
2018-02-12,2656.0,6981.9599609375,24601.26953125,,29459.630859375,64.2113037109375,108.80000305175781,6.286900043487549,17.8799991607666,25.610000610351562,62.59000015258789,1324.199951171875,16.54800033569336,2.552000045776367,3.077500104904175,464.0,2.8570001125335693,90.20999908447266
2018-02-13,2662.93994140625,7013.509765625,24640.44921875,21244.6796875,29839.529296875,64.28350067138672,108.69000244140625,6.326499938964844,,24.969999313354492,62.720001220703125,1328.0999755859375,16.506999969482422,2.5940001010894775,3.1545000076293945,460.75,2.8399999141693115,89.69999694824219
2018-02-14,2698.6298828125,7143.6201171875,24893.490234375,21154.169921875,30515.599609375,64.2500991821289,107.76399993896484,6.340000152587891,17.18000030517578,19.260000228881836,64.36000061035156,1355.5,16.857999801635742,2.5869998931884766,3.2284998893737793,455.75,2.9130001068115234,89.12000274658203
2018-02-15,2731.199951171875,7256.43017578125,25200.369140625,21464.98046875,31115.4296875,64.02519989013672,106.58699798583984,6.3460001945495605,16.31999969482422,19.1299991607666,64.33000183105469,1352.0999755859375,16.777000427246094,2.5799999237060547,3.239000082015991,461.75,2.8910000324249268,88.58999633789062
2018-02-16,2732.219970703125,7239.47021484375,25219.380859375,21720.25,,63.890899658203125,106.11100006103516,6.3471999168396,16.3799991607666,19.459999084472656,64.83999633789062,1353.199951171875,16.69499969482422,2.558000087738037,3.243000030517578,457.75,2.877000093460083,89.0999984741211
2018-02-19,,,,22149.2109375,,64.37999725341797,106.26100158691406,6.340099811553955,16.670000076293945,,,,,,,,,
